0;0;wen gao;xin liu,hongxun yao;an adaptive dandelion model for reconstructing spherical terrain like visual hull surfaces;7488;4482B3A4;2005
17;0;wen gao;jiyong ma;text independent speaker identification based on spectral weighting functions;6054;471752F4;1997
18;0;wen gao;xilin chen,x chai,shiguang shan,laiyun qing;pose invariant face recognition under arbitrary illumination based on 3d face reconstruction;0C37CBAD;471752F4;2005
19;0;wen gao;shengye yan,jie chen,ruiping wang;face detection based on the manifold;0C37CBAD;0655F58A;2005
20;0;wen gao;hongxun yao,minghui xu,wei shan;visual features extracting selecting for lipreading;0C37CBAD;471752F4;2003
21;0;wen gao;xilin chen,baochang zhang;discriminant analysis based on kernelized decision boundary for face recognition;0C37CBAD;471752F4;2005
22;0;wen gao;baochang zhang,wei wang,shiguang shan;constraint shape model using edge constraint and gabor wavelet based search;012E6F4E;471752F4;2003
23;0;wen gao;xilin chen,hongming zhang,shiguang shan,wenchao zhang;multi resolution histograms of local variation patterns mhlvp for robust face recognition;18321;471752F4;2005
24;0;wen gao;simin he,xiang chen,dongbo bu,runsheng chen;a flexible stem based local search algorithm for predicting rna secondary structures including pseudoknots;9229;44C5464F;2007
25;0;wen gao;baocai yin;sequence decomposition method for computing a grobner basis and its application to bivariate spline;0C37CBAD;43C40A80;1995
26;0;wen gao;;compunication from concept to practice;0C37CBAD;44233F91;1997
27;0;wen gao;zhenzhou ji,mingzeng hu,lei deng;an efficient vlsi architecture for mc interpolation in avc video coding;5090;44C93DEC;2004
28;0;wen gao;xilin chen,jianyu wang;online selecting discriminative tracking features using particle filter;0C37CBAD;45083D2F;2005
29;0;wen gao;xilin chen,baochang zhang,shiguang shan;nonlinear face recognition based on maximum average margin criterion;4215;45083D2F;2005
30;0;wen gao;xilin chen,shengye yan,shiguang shan,jie chen;matrix structural learning msl of cascaded classifier from enormous training set;19922;45083D2F;2007
31;0;wen gao;xilin chen,shengye yan,shiguang shan;locally assembled binary lab feature with feature centric cascade for fast and accurate face detection;17733;45083D2F;2008
32;0;wen gao;xilin chen,shiguang shan,yu su;classifiability based optimal discriminatory projection pursuit;8749;45083D2F;2008
33;0;wen gao;xilin chen,shiguang shan,ruiping wang;manifold manifold distance with application to face recognition based on image set;1123;45083D2F;2008
34;0;wen gao;xilin chen,matti pietikainen,shiguang shan,jie chen,guoying zhao;a robust descriptor based on weber s law;12971;45083D2F;2008
35;0;wen gao;xilin chen,shiguang shan,bo cao,laiyun qing,yu su;unified principal component analysis with generalized covariance matrix for face recognition;8020;45083D2F;2008
36;0;wen gao;feng wu,datong chen,xiang yangzhou,peng gao;on line sprite encoding with large global motion estimation;9714;46AD78C1;1998
37;0;wen gao;longshe huo,qingming huang;bandwidth adaptive quality smoothing for unequal error protected scalable video streaming;012E6F4E;46AD78C1;2005
38;0;wen gao;debin zhao,y k chan;morphological representation of dct data for image coding;15044;46AD78C1;2001
39;0;wen gao;debin zhao,y k chan;facola face coder based on location and attention;4082;46AD78C1;1998
40;0;wen gao;debin zhao,y k chan;extending daclic for near lossless compression with postprocessing of greyscale images;3012;46AD78C1;1999
41;0;wen gao;debin zhao,qiang wang,siwei ma;an enhanced robust entropy coder for video codecs based on context adaptive reversible vlc;8497;46AD78C1;2007
42;0;wen gao;debin zhao,zhi bian,xiaobin zhu,da liu,xiangyang ji;performance analysis of dual frame motion compensation;10944;46AD78C1;2008
43;0;wen gao;jintao li,shi wang;discovering sequence association rules with user access transaction grammars;15120;47169EC5;2000
44;0;wen gao;xilin chen,hongming zhang,shiguang shan,debin zhao;robust multi view face detection using error correcting output codes;0C37CBAD;43001016;2006
45;0;wen gao;xilin chen,hongming zhang,shiguang shan,debin zhao;robust multi view face detection using error correcting output codes;15121;43001016;2006
46;0;wen gao;guangyu zhu,qingming huang,changsheng xu;action recognition in broadcast tennis video using optical flow and support vector machine;0C37CBAD;43001016;2006
47;0;wen gao;yiqiang chen,debin zhao,gaolin fang;transition movement models for large vocabulary continuous sign language recognition;0C37CBAD;4566232D;2004
48;0;wen gao;xilin chen,jie chen;expand training set for face detection by ga re sampling;0C37CBAD;4566232D;2004
49;0;wen gao;gaolin fang;a srn hmm system for signer independent continuous sign language recognition;0C37CBAD;4566232D;2002
50;0;wen gao;chunli wang,jiangqin wu,jiyong ma;a continuous chinese sign language recognition system;9240;43001016;2000
51;0;wen gao;shiguang shan,laiyun qing;eigen harmonics faces face recognition under generic lighting;7772;4566232D;2004
52;0;wen gao;peng yang,shiguang shan,bo cao,yizheng chang;curse of mis alignment in face recognition problem and a novel mis alignment learning solution;5505;4566232D;2004
53;0;wen gao;chunli wang,shiguang shan;an approach based on phonemes to large vocabulary chinese sign language recognition;1953;4566232D;2002
54;0;wen gao;dong zhang,shiguang shan,peng yang,stan z li;face recognition using ada boosted gabor features;012E6F4E;4566232D;2004
55;0;wen gao;xilin chen,chunli wang;expanding training set for chinese sign language recognition;15206;43AA5802;2006
56;0;wen gao;xilin chen,hu han,shiguang shan;illumination transfer using homomorphic wavelet filtering and its application to light insensitive face recognition;0134B592;432251B5;2008
57;0;wen gao;xilin chen,shiguang shan,yu su;hierarchical ensemble of gabor fisher classifier for face recognition;7162;43AA5802;2006
58;0;wen gao;xilin chen,x chai,shiguang shan,annan li;recovering 3d facial shape via coupled 2d 3d space learning;0134B592;432251B5;2008
59;0;wen gao;xilin chen,x chai,shiguang shan;local linear regression llr for pose invariant face recognition;11229;43AA5802;2006
60;0;wen gao;xilin chen,jun miao,fang fang,laiyun qing,zhiguo ma;face reconstruction using fixation positions and foveated imaging;0134B592;432251B5;2008
61;0;wen gao;xilin chen,tianfu wu,shiguang shan,jinli suo,songchun zhu;design sparse features for age estimation using hierarchical face model;0134B592;432251B5;2008
62;0;wen gao;xilin chen,shiguang shan,bingpeng ma;discriminant analysis for perceptionally comparable classes;012E6F4E;432251B5;2008
63;6;wen gao;lei wang,xinyu liu,takashi nanya;a reconfigurable high availability infrastructure in cluster for grid;012E6F4E;4554E150;2003
64;0;wen gao;jiangqin wu;the recognition of finger spelling for chinese sign language;9739;45C028EA;2001
65;0;wen gao;jiangqin wu;the recognition of finger spelling for chinese sign language;3213;45C028EA;2002
66;0;wen gao;xilin chen,chunli wang,gaolin fang,jiyong ma;signer independent continuous sign language recognition based on srn hmm;0C37CBAD;45C028EA;2001
67;0;wen gao;xilin chen,chunli wang;re sampling for chinese sign language recognition;012E6F4E;45C028EA;2005
68;0;wen gao;xilin chen,chunli wang;a comparison between etymon and word based chinese sign language recognition systems;012E6F4E;45C028EA;2005
69;0;wen gao;chunli wang,jiyong ma;a real time large vocabulary recognition system for chinese sign language;6438;45C028EA;2001
70;0;wen gao;feng jiang,chunli wang,han liu,hongxun yao,xiaolin yang;visual sign language recognition based on hmms and auto regressive hmms;012E6F4E;45C028EA;2005
71;0;wen gao;xilin chen,chunli wang;generating data for signer adaptation;0134B592;45C028EA;2009
72;0;wen gao;jun cheng,tiejun huang,ling zhang,bin liu;a cache based distributed terabyte text retrieval system in cadal;012E6F4E;47CD5392;2002
73;0;wen gao;x chai,shiguang shan,laiyun qing;pose estimation based on gaussian error models;0C37CBAD;45E3CA1B;2006
74;0;wen gao;baochang zhang,fei yang,bingpeng ma;the application of extended geodesic distance in head poses estimation;012E6F4E;45E3CA1B;2006
75;0;wen gao;xiangrong chen,josef kittler,y su,sebastien marcel,shiguang shan,yann rodriguez,james short,kieron messer,guillaume heusch,fabien cardinaux;performance characterisation of face recognition algorithms and their sensitivity to severe illumination changes;012E6F4E;45E3CA1B;2006
76;0;wen gao;sanqiang zhao,baocai yin,shiguang shan;enhance the alignment accuracy of active shape models using elastic graph matching;012E6F4E;1033630;2004
77;4;wen gao;jing lei;a backward compatible solution for next generation dvb c system;3941;436150FA;2008
78;4;wen gao;houshin chen,david g daut;spectrum sensing for ofdm systems employing pilot tones and application to dvb t ofdm;19837;436150FA;2008
79;4;wen gao;houshin chen,david g daut;spectrum sensing for dmb t systems using pn frame headers;13542;436150FA;2008
80;4;wen gao;houshin chen,david g daut;signature based spectrum sensing algorithms for ieee 802 22 wran;06194FDE;436150FA;2007
81;0;wen gao;xiaojun han,guozhen tan;network tree model and shortest path algorithm;012E6F4E;43D2A5F0;2003
82;0;wen gao;guozhen tan,xiangfu xia;reliability theory model and expected life shortest path in stochastic and time dependent networks;012E6F4E;43D2A5F0;2003
83;0;wen gao;xilin chen,hong liu,jun miao,gang deng,hongming zhang;facetracker a human face tracking and facial organ localizing system;15052;45701BF3;2001
84;0;wen gao;xilin chen,hongming zhang,shiguang shan,wenchao zhang;local gabor binary pattern histogram sequence lgbphs a novel non statistical model for face representation and recognition;9186;45701BF3;2005
85;0;wen gao;xilin chen,shiguang shan,yu su;hierarchical ensemble of global and local classifiers for face recognition;19578;45701BF3;2007
86;0;wen gao;xilin chen,shiguang shan,yu su;hierarchical ensemble of global and local classifiers for face recognition;0C37CBAD;45701BF3;2009
87;0;wen gao;xilin chen,shengfu dong;a system for automatic chinese seal imprint verification;03D00B37;448D1E7E;1995
88;0;wen gao;weongeun oh,xingyuan li,jiarong hong;recognizing components of handwritten characters by attributed relational graphs with stable features;16909;448D1E7E;1997
89;0;wen gao;weongeun oh,david doermann,li xingyuan;a robust method for unknown forms analysis;8711;448D1E7E;1999
90;0;wen gao;shaohui liu,lijun wang,yazhou liu,hongxun yao;fast moving region detection scheme in ad hoc sensor network;6430;4678AD74;2004
91;0;wen gao;shaohui liu,lijun wang,yazhou liu,hongxun yao;inter frame differential energy video watermarking algorithm based on compressed domain;0C37CBAD;4678AD74;2004
92;0;wen gao;shaohui liu,dingguo yang,hongxun yao;minimizing the distortion spatial data hiding based on equivalence class;677;439B9AD2;2007
93;0;wen gao;shaohui liu,yongliang liu,zhao wang;a lattice based general blind watermark scheme;012E6F4E;43B0EC38;2003
94;2;wen gao;peter c doerschuk;reconstruction problems in 3d for viral cryo electron microscopy;0D109F83;455477A7;1998
95;0;wen gao;yan lu,debin zhao,siwei ma,xiangyang ji;new scaling technique for direct mode coding in b pictures;6241;455477A7;2004
96;0;wen gao;wei zeng,yang liu,weiqiang wang;a novel compressed domain shot segmentation algorithm on h 264 avc;8361;455477A7;2004
97;0;wen gao;feng wu,siwei ma,yan lu;rate control for jvt video coding scheme with hrd considerations;012E6F4E;455477A7;2003
98;0;wen gao;feng wu,yun lu;sprite generation for frame based video coding;14620;455477A7;2001
99;0;wen gao;feng wu,yan lu;high efficient sprite coding with directional spatial prediction;18466;455477A7;2002
100;0;wen gao;hongming zhang,xlin chen,shiguang shan,jie yan;individual 3d face synthesis based on orthogonal photos and speech driven facial animation;10711;455477A7;2000
101;0;wen gao;bin sheng,di wu;an implemented architecture of deblocking filter for h 264 avc;0C37CBAD;455477A7;2004
102;0;wen gao;feng wu,xiaoyan sun,john shen,shipeng li;the improved sp frame coding technique for the jvt standard;11446;455477A7;2003
103;0;wen gao;feng wu,xiaoyan sun,yaqin zhang,shipeng li;macroblock based progressive fine granularity scalable pfgs video coding with flexible temporal snr scalablilities;9810;455477A7;2001
104;0;wen gao;peng yang,shiguang shan,bo du;a novel pupil localization method based on gaboreye model and radial symmetry operator;15509;455477A7;2004
105;0;wen gao;qixiang ye,qingming huang;automatic text segmentation from complex background;012E6F4E;455477A7;2004
106;0;wen gao;yan lu,yuan zhang,qingming huang,h sun;error resilience video coding in h 264 encoder with potential distortion tracking;012E6F4E;455477A7;2004
107;0;wen gao;peng zhang,qingming huang,yan lu;mode mapping method for h 264 avc spatial downscaling transcoding;10438;455477A7;2004
108;0;wen gao;wei zeng,debin zhao;video indexing by motion activity maps;0C37CBAD;455477A7;2002
109;0;wen gao;yilin chen,xin liu,hongxun yao;an active volumetric model for 3d reconstruction;0C37CBAD;455477A7;2005
110;0;wen gao;guangyu zhu,dawei liang,yang liu,qingming huang;improving particle filter with support vector regression for efficient visual tracking;9492;455477A7;2005
111;0;wen gao;debin zhao,xun guo;motion vector prediction in multiview video coding;7633;455477A7;2005
112;0;wen gao;mingji zhang;an adaptive skin color detection algorithm with confusing backgrounds elimination;012E6F4E;455477A7;2005
113;0;wen gao;xiangyangji,feng wu,jiali zheng,guangnan ni;extended direct mode for hierarchical b picture coding;012E6F4E;455477A7;2005
114;0;wen gao;lei qin;image matching based on a local invariant descriptor;012E6F4E;455477A7;2005
115;0;wen gao;xilin chen,chunli wang,qi wang,liangguo zhang;viewpoint invariant sign language recognition;4490;455477A7;2005
116;0;wen gao;xilin chen,chunli wang,qi wang,liangguo zhang;viewpoint invariant sign language recognition;0C37CBAD;455477A7;2007
117;0;wen gao;feng wu,yanyan zheng,debin zhao,xiangyang ji;an efficient fgs coding scheme for interlaced scalable video coding;9972;455477A7;2006
118;0;wen gao;feng wu,yan lu,debin zhao,mei guo;practical wyner ziv switching scheme for multiple bit rate video streaming;0C37CBAD;455477A7;2006
119;0;wen gao;xilin chen,xin liu,hongxun yao;visual hull embossment by graph cuts;9325;455477A7;2006
120;0;wen gao;feng wu,yan lu,xun guo,shipeng li;wyner ziv video coding based on set partitioning in hierarchical tree;0134B592;455477A7;2006
121;0;wen gao;xiaoming li,debin zhao,qiang wang,xiangyang ji;a fast inter frame prediction algorithm for multi view video coding;905;455477A7;2007
122;0;wen gao;dawei liang,shuqiang jiang,hongxun yao,qingming huang;mean shift blob tracking with adaptive feature selection and scale adaptation;14954;455477A7;2007
123;0;wen gao;zhigang yang,debin zhao,yan liu;software pipelines design for variable block size motion estimation with large search range;0C37CBAD;455477A7;2007
124;0;wen gao;x xiang,debin zhao,qiang wang,xiangyang ji;a novel error concealment method for stereoscopic video coding;17;455477A7;2007
125;0;wen gao;junbiao pang,qingming huang,laiyun qing,shuqiang jiang;monocular tracking 3d people by gaussian process spatio temporal variable model;14822;455477A7;2007
126;0;wen gao;yuanning li,weiqiang wang;object recognition based on dependent pachinko allocation model;1691;455477A7;2007
127;0;wen gao;zhigang yang,debin zhao,yan liu;dsp implementation of deblocking filter for avs;0C37CBAD;455477A7;2007
128;0;wen gao;qingming huang,lei hu,shuqiang jiang;people re detection using adaboost with sift and color correlogram;012E6F4E;455477A7;2008
129;0;wen gao;shuhui wang,qingming huang,shuqiang jiang;shot classification for action movies based on motion characteristics;012E6F4E;455477A7;2008
130;0;wen gao;junbiao pang,qingming huang,shuqiang jiang;pedestrian detection via logistic multiple instance boosting;012E6F4E;455477A7;2008
131;0;wen gao;guorong li,dawei liang,qingming huang,shuqiang jiang;object tracking using incremental 2d lda learning and bayes inference;0134B592;455477A7;2008
132;0;wen gao;tiejun huang,yonghong tian,jia li;multi polarity text segmentation using graph theory;012E6F4E;455477A7;2008
133;0;wen gao;xiaojun li,weiqiang wang,qingming huang,shuqiang jiang;fast and effective text detection;012E6F4E;455477A7;2008
134;0;wen gao;xiangyung ji,siwei mal,yun lu,debin zhao,wen gaol,qingmin huang;new bi prediction techniques for b pictures coding;17016;432251B5;2004
135;0;wen gao;liu yongliang;secure watermark verification scheme;0C37CBAD;432251B5;2004
136;0;wen gao;yaxiao song,hongxun yao,liu yongliang;secure watermark verification scheme;0C37CBAD;4459102E;2002
137;0;wen gao;yongliang liu;secure watermark verification scheme;7174;4459102E;2004
138;0;wen gao;yaxiao song,yongliang liu,hongxun yao;secure watermark verification scheme;10395;4459102E;2002
139;0;wen gao;feng wu,xiaoyan sun,yaqin zhang,shipeng li;macroblock based progressive fine granularity scalable video coding;6134;432251B5;2001
140;0;wen gao;li su,yuan zhang,qingming huang,yan lu;improved error concealment algorithms based on h 264 avc non normative decoder;11602;432251B5;2004
141;0;wen gao;yan lu,wen ga,siwei ma,qiang wang,debin zhao,qingming huang;context based 2d vlc for video coding;11004;432251B5;2004
142;0;wen gao;peng zhang,debin zhao,siwei ma,yan lu;multiple modes intra prediction in intra coding;012E6F4E;432251B5;2004
143;0;wen gao;xilin chen,chunli wang,qi wang;sign language recognition from homography;15553;432251B5;2006
144;0;wen gao;debin zhao,qian huang;an edge based median filtering algorithm with consideration of motion vector reliability for adaptive video deinterlacing;012E6F4E;432251B5;2006
145;0;wen gao;songnan li,debin zhao,qian huang,jianguo du;an adaptive de interlacing algorithm based on texture and motion vector analysis;5699;432251B5;2006
146;0;wen gao;li zhang;complexity distortion optimized motion estimation algorithm with fine granular scalable complexity;012E6F4E;432251B5;2006
147;0;wen gao;debing liu,debin zhao,yuwen he,shipeng li;motion aligned spatial scalable video coding;012E6F4E;432251B5;2006
148;0;wen gao;zhihang wang,debin zhao,qingming huang;a fast intra mode decision algorithm for avs to h 264 transcoding;012E6F4E;432251B5;2006
149;0;wen gao;feng wu,bo wu,debin zhao,xun guo;an optimal non uniform scalar quantizer for distributed video coding;012E6F4E;432251B5;2006
150;0;wen gao;zhigang yang,yan liu;performance complexity analysis of high resolution video encoder and its memory organization for dsp implementation;0C37CBAD;432251B5;2006
151;0;wen gao;honggang qi,debin zhao,siwei ma,xiangyang ji;low complexity adaptive block size transform based on extended transforms;012E6F4E;432251B5;2006
152;0;wen gao;guangyu zhu,qingming huang,changsheng xu;automatic multi player detection and tracking in broadcast sports video using support vector machine and particle filter;16186;432251B5;2006
153;0;wen gao;peng zhang,di wu,don xie;an efficient reference frame storage scheme for h 264 hdtv decoder;012E6F4E;432251B5;2006
154;0;wen gao;feng wu,jizheng xu,tiantian sun;an effective mode decision scheme in macroblock based pfgs;11180;432251B5;2006
155;0;wen gao;weigang zhang,qingming huang,liyuan xing;a system for automatic generation of music sports video;7746;432251B5;2005
156;0;wen gao;li zhang;hybrid algorithm with adaptive complexity for integer pel motion estimation of h 264;3209;432251B5;2005
157;0;wen gao;huiying liu,zhao zhao,qingming huang,shuqiang jiang;generating video sequence from photo image for mobile screens by content analysis;012E6F4E;432251B5;2007
158;0;wen gao;xilin chen,shiguang shan,yazhou liu,xinyi cui;3d haar like features for pedestrian detection;12689;432251B5;2007
159;0;wen gao;jun sun,debin zhao;statistical analysis and modeling of rate distortion function in svc fine granular snr scalable videos;0134B592;432251B5;2007
160;0;wen gao;jun sun,debin zhao,da liu;direct mode coding for b pictures using virtual reference picture;6644;432251B5;2007
161;0;wen gao;guangyi miao,guangyu zhu,xu changsheng,qingming huang,shuqiang jiang;a real time score detection and recognition approach for broadcast basketball video;17916;432251B5;2007
162;0;wen gao;guangyu zhu,guangyi miao,qingming huang,changsheng xu,shuqiang jiang;the demo a real time score detection and recognition approach in broadcast basketball sports video;882;432251B5;2007
163;0;wen gao;guangyu zhu,yijia zheng,qingming huang,shuqiang jiang;highlight ranking for racquet sports video in user attention subspaces based on relevance feedback;7150;432251B5;2007
164;0;wen gao;dong zhang,weiqiang wang,shuqiang jiang;an effective local invariant descriptor combining luminance and color information;012E6F4E;432251B5;2007
165;0;wen gao;qingming huang,shuqiang jiang;mining information of attack defense status from soccer video based on scene analysis;012E6F4E;432251B5;2007
166;0;wen gao;xiangyang jil,li zhang,debin zhao;adaptive spatial and transform domain fgs coding;18522;432251B5;2007
167;0;wen gao;xilin chen,yu zhou,debin zhao,hongxun yao;mahalanobis distance based polynomial segment model for chinese sign language recogniton;1582;432251B5;2008
168;0;wen gao;shiliang zhang,qi tian,qingming huang,shuqiang jiang;affective mtv analysis based on arousal and valence features;9447;432251B5;2008
169;0;wen gao;guangyi miao,qingming huang,shuqiang jiang;coarse to fine video text detection;19274;432251B5;2008
170;0;wen gao;jiangqin wu,hongming zhang,wei zheng,shiguan shan,jie yan,xilin chen,jiyong ma;handtalker a multimodal dialog system using sign language and 3 d virtual human;0C37CBAD;4372B502;2000
171;0;wen gao;jiangqin wang;a fast sign word recognition method for chinese sign language;012E6F4E;4372B502;2000
172;0;wen gao;debin zhao,gaolin fang;large vocabulary sign language recognition based on hierarchical decision trees;0C37CBAD;4372B502;2003
173;0;wen gao;zhiguo li,dalong jiang,zhaoqi wang;animating arbitrary topology 3d facial model using the mpeg 4 facedeftables;14719;4372B502;2002
174;0;wen gao;rui wang,jiyong ma;a parallel multistream model for integration of sign language recognition and lip motion;012E6F4E;4372B502;2000
175;0;wen gao;jun miao,yiqiang chen,jie lu;gravity center template based human face feature detection;012E6F4E;4372B502;2000
176;0;wen gao;rui wang,jiyong ma;an approach to robust and fast locating lip motion;0C37CBAD;4372B502;2000
177;0;wen gao;baocai yin,wei wang,shiguang shan,bo cao;an improved active shape model for face alignment;12858;4372B502;2002
178;0;wen gao;xilin chen,yiqiang chen,gaolin fang,liangguo zhang;a vision based sign language recognition system using tied mixture density hmm;012E6F4E;4372B502;2004
179;0;wen gao;xilin chen,chunli wang,yiqiang chen,liangguo zhang;recognition of sign language subwords based on boosted hidden markov models;012E6F4E;4372B502;2005
180;0;wen gao;xilin chen,hongming zhang,debin zhao;combining skin color model and neural network for rotation invariant face detection;0C37CBAD;4372B502;2000
181;0;wen gao;shaohui liu,hongxun yao,tianhang chen;spatial video watermarking based on stability of dc coefficients;012E6F4E;42CB1F93;2005
182;0;wen gao;simin he,shutao sun,yanfeng zheng;scheduling algorithms for input queued switches using local search technique;012E6F4E;446AF0D7;2005
183;6;wen gao;dan meng,ying jiang,yi liang,limin xiao,qinghua ye;appmanager a powerful service based application management system for clusters;11345;44E5A1B2;2002
184;0;wen gao;xilin chen,jie chen;resampling for face detection by self adaptive genetic algorithm;0C37CBAD;4372EE76;2004
185;0;wen gao;shengye yang,xilin chen,shiguang shan,jie chen;modification of the adaboost based detector for partially occluded faces;13437;4372EE76;2006
186;0;wen gao;xilin chen,shiguang shan,jie chen,ruiping wang;isomap based on the image euclidean distance;10715;4372EE76;2006
187;0;wen gao;guoqin cui;support vector machines for face recognition with two layer generated virtual data;012E6F4E;4372EE76;2004
188;0;wen gao;yiqiang chen,xiujuan gao,gaolin fang;a novel approach to automatically extracting basic units from chinese sign language;0C37CBAD;4372EE76;2004
189;0;wen gao;xilin chen,baochang zhang,shiguang shan,yi li;bagging based efficient kernel fisher discriminant analysis for face recognition;4728;4372EE76;2006
190;0;wen gao;xilin chen,debin zhao,yazhou liu,hongxun yao;nonparametric background generation;252;4372EE76;2006
191;0;wen gao;xilin chen,debin zhao,yazhou liu,hongxun yao;nonparametric background generation;012E6F4E;4372EE76;2007
192;0;wen gao;xin liu,guilin yao,hongxun yao;a novel volumetric shape from silhouette algorithm based on a centripetal pentahedron model;5225;4372EE76;2006
193;0;wen gao;xilin chen,shiguang shan,wenchao zhang,bingpeng ma;robust head pose estimation using lgbp;9520;4372EE76;2006
194;0;wen gao;xilin chen,shiguang shan,xin meng;local visual primitives lvp for face modelling and recognition;11477;4372EE76;2006
195;0;wen gao;xilin chen,shengye yan,shiguang shan,zhiheng niu;2d cascaded adaboost for eye localization;759;4372EE76;2006
196;0;wen gao;lei qin,qingming huang,weiqiang wang;unsupervised texture classification automatically discover and classify texture patterns;14330;4372EE76;2006
197;0;wen gao;qingfang zheng,lei qin,qingming huang,shuqiang jiang;unsupervised texture classification automatically discover and classify texture patterns;012E6F4E;4372EE76;2008
198;0;wen gao;xilin chen,shiguang shan,laiyun qing;face recognition under varying lighting based on the probabilistic model of gabor phase;7343;4372EE76;2006
199;0;wen gao;yizheng chang,shiguang shan,bo cao,pang yang;review the strength of gabor features for face recognition from the angle of its robustness to mis alignment;012E6F4E;4372EE76;2004
200;0;wen gao;fan zhang,edwin r hancock;a riemannian weighted filter for edge sensitive image smoothing;0B78A521;4372EE76;2006
201;0;wen gao;xilin chen,shiguang shan,wenchao zhang,yu su;ensemble of piecewise fda based on spatial histograms of local gabor binary patterns for face recognition;5752;4372EE76;2006
202;0;wen gao;xilin chen,shiguang shan,yu su;patch based gabor fisher classifier for face recognition;7418;4372EE76;2006
203;0;wen gao;xilin chen,shiguang shan,jie chen,ruiping wang;enhancing training set for face detection;7003;4372EE76;2006
204;0;wen gao;xilin chen,chunli wang,qi wang;a verification method for viewpoint invariant sign language recognition;5674;4372EE76;2006
205;0;wen gao;quan yuan,hongxun yao;robust frontal face detection in complex environment;1220;4372EE76;2002
206;0;wen gao;chunli wang,wen geo,quan yuan,hongxun yao;recognition of strong and weak connection models in continuous sign language;66;4372EE76;2002
207;0;wen gao;bo cao,peng yang,shiguang shan,wenchao zhang,yizheng chang;information fusion in face identification;11888;4372EE76;2004
208;0;wen gao;wei zeng;semantic object segmentation by a spatio temporal mrf model;0C37CBAD;4372EE76;2004
209;0;wen gao;yaowen zhan,weiqiang wang;a robust split and merge text segmentation approach for images;012E6F4E;4372EE76;2006
210;0;wen gao;guangyu zhu,qingming huang,changsheng xu;action recognition in broadcast tennis video;19005;4372EE76;2006
211;0;wen gao;xilin chen,shaohui liu,hongxun yao,shengping zhang;a covariance based method for dynamic background subtraction;0C37CBAD;4372EE76;2008
212;0;wen gao;xilin chen,shufu xie,shiguang shan;v lgbp volume based local gabor binary patterns for face representation and recognition;3118;4372EE76;2008
213;0;wen gao;qingming huang,lei hu,yizhou wang,shuqiang jiang;human reappearance detection based on on line learning;012E6F4E;4372EE76;2008
214;0;wen gao;dong zhang,weiqiang wang,qingming huang,shuqiang jiang;matching images more efficiently with local descriptors;5599;4372EE76;2008
215;0;wen gao;xilin chen,shiguang shan,hongxun yao,bineng zhong;hierarchical background subtraction using local pixel clustering;0C37CBAD;4372EE76;2008
216;0;wen gao;xilin chen,hong chang,bo li,shiguang shan;hallucinating facial images and features;4FA09039;4372EE76;2008
217;0;wen gao;shugao ma,weiqiang wang,qingming huang,shuqiang jiang;effective scene matching with local feature representatives;18542;4372EE76;2008
218;0;wen gao;wei wang,longshe huo,qingming huang,yizhou wang;symmetric segment based stereo matching of motion blurred images with illumination variations;0134B592;4372EE76;2008
219;0;wen gao;xilin chen,hong chang,youhan fang,shiguang shan;parzen discriminant analysis;9365;4372EE76;2008
